,Site_Name,Site_Score,SITS_ID,Longitude,Latitude
1633,Naval Air Engineering Center,50.53,159,-74.369161,40.029719
1634,Fort Dix (Landfill Site),37.4,160,-74.6244,39.9801
1635,"Monitor Devices, Inc./Intercircuits, Inc.",41.93,161,-74.11971899999999,40.185280999999996
1636,Dayco Corp./L.E. Carpenter Co.,46.13,162,-74.5775,40.903331
1637,Cosden Chemical Coatings Corp.,33.86,164,-74.925899,40.058183
1638,"Curcio Scrap Metal, Inc.",34.37,165,-74.1035,40.8907
1639,Brook Industrial Park,58.12,167,-74.536111,40.560139
1640,Pohatcong Valley Ground Water Contamination,28.9,168,-75.0,40.75
1641,"Kauffman & Minteer, Inc.",28.51,1082,-74.694,40.0363
1642,Witco Chemical Corp. (Oakland Plant),30.63,1083,-74.24375,41.00375
1643,Picatinny Arsenal (USARMY),42.92,1169,-74.583339,40.916669
1644,South Jersey Clothing Co.,42.24,1170,-74.9491,39.5206
1645,Industrial Latex Corp.,32.38,1171,-74.0991,40.8536
1646,Higgins Disposal,30.87,1172,-74.61528100000001,40.3875
1647,Higgins Farm,30.47,1173,-74.60278100000001,40.406389000000004
1648,Global Sanitary Landfill,45.92,1174,-74.286111,40.446389
1649,Garden State Cleaners Co.,28.9,1229,-74.94945,39.519031
1650,Federal Aviation Administration Technical Center,39.65,1250,-74.583339,39.458331
1651,Chemical Insecticide Corp.,37.93,1286,-74.368,40.5274
1652,White Chemical Corp.,0.0,1320,-74.19824200000001,40.698484
1653,Horseshoe Road,51.37,1373,-74.31944399999999,40.484722
1654,Franklin Burn,40.67,1455,-75.025,39.594444
1655,Welsbach & General Gas Mantle (Camden Radiation),41.46,1460,-75.121944,39.919722
1656,Grand Street Mercury,0.0,1485,-74.034444,40.746111
1657,"Cornell Dubilier Electronics, Inc.",50.27,1493,-74.414167,40.576389
1658,LCP Chemicals Inc.,50.0,1495,-74.210278,40.6075
1659,Puchack Well Field,50.0,1497,-75.05194399999999,39.976667
1660,Zschiegner Refining,50.0,1498,-74.2,40.145833
1661,Route 561 Dump,50.0,1510,-74.958333,39.83611
1662,Federal Creosote,50.0,1519,-74.58416700000001,40.544444
1663,Middlesex Sampling Plant (USDOE),50.0,1525,-74.49319399999999,40.569806
1664,United States Avenue Burn,50.0,1531,-74.963889,39.834167
1665,Emmell's Septic Landfill,50.0,1549,-74.543611,39.500694
1666,"Martin Aaron, Inc.",50.0,1559,-75.119167,39.926111
1667,Iceland Coin Laundry Area Ground Water Plume,30.3,1561,-75.04725,39.45725
1668,Lightman Drum Company,42.03,1562,-74.905917,39.729721999999995
1669,McGuire Air Force Base #1,47.2,1563,-74.593611,40.018056
1670,Diamond Head Oil Refinery Div.,30.0,1604,-74.132194,40.747222
1671,Quanta Resources,50.0,1626,-73.98916700000001,40.804306
1672,Woodbrook Road Dump,50.0,1648,-74.402914,40.561564000000004
1673,Atlantic Resources Corporation,50.0,1649,-74.31944399999999,40.486111
1674,White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,41.63,1671,-74.063133,40.135444
1675,Standard Chlorine,50.0,1672,-74.097222,40.75
1676,Rolling Knolls Landfill,58.31,1681,-74.447861,40.729528
1677,Crown Vantage Landfill,50.0,1722,-75.078917,40.552028
1678,Sherwin-Williams/Hilliards Creek,50.0,1746,-74.964977,39.835526
1679,"Matteo & Sons, Inc.",50.0,1747,-75.168306,39.854721999999995
1680,Ringwood Mines/Landfill,52.58,1750,-74.2725,41.136669
1681,"Curtis Specialty Papers, Inc.",50.0,1780,-75.089842,40.561758000000005
1682,Raritan Bay Slag,50.0,1793,-74.25801700000001,40.464589000000004
1683,Mansfield Trail Dump,50.0,1822,-74.69959990000001,40.9289443
1684,Garfield Ground Water Contamination,0.0,1831,-74.106431,40.871858
1685,Orange Valley Regional Ground Water Contamination,50.0,1857,-74.225267,40.779936
1686,"Matlack, Inc.",45.54,1871,-75.32216899999999,39.763106
1687,Riverside Industrial Park,50.0,1872,-74.159084,40.765722
1688,Pierson's Creek,47.99,1888,-74.1452,40.7163
1689,Unimatic Manufacturing Corporation,50.0,1889,-74.269155,40.878792
1690,Former Kil-Tone Company,65.29,1906,-75.02548900000001,39.47841
1691,AT & SF (Clovis),33.62,763,-103.2117,34.378331
1692,Homestake Mining Co.,34.21,764,-107.8633,35.243331
1693,South Valley,0.0,765,-106.6411,35.0441
1694,United Nuclear Corp.,30.36,766,-108.5,35.643330999999996
1695,Cimarron Mining Corp.,38.93,767,-105.8647,33.643469
1696,Prewitt Abandoned Refinery,44.24,768,-108.0348,35.3596
1697,Lee Acres Landfill (USDOI),39.37,769,-108.0921,36.7111
1698,Cal West Metals (USSBA),59.37,1120,-106.9201,34.163331
1699,Cleveland Mill,40.37,1122,-108.2558,32.8626
1700,Pagano Salvage,35.57,1201,-106.7205,34.7896
1701,AT&SF (Albuquerque),50.0,1353,-106.65527800000001,35.033333
1702,North Railroad Avenue Plume,50.0,1518,-106.08138400000001,35.9914
1703,Fruit Avenue Plume,50.0,1570,-106.640611,35.086444
1704,Griggs & Walnut Ground Water Plume,50.0,1630,-106.76,32.315556
1705,McGaffey and Main Groundwater Plume,50.0,1657,-104.518722,33.379792
1706,Grants Chlorinated Solvents Plume,50.0,1715,-107.84388899999999,35.155778000000005
1707,Eagle Picher Carefree Battery,50.0,1758,-106.90123899999999,34.099517
1708,Chevron Questa Mine,50.0,1841,-105.49770600000001,36.700294
1709,Jackpile-Paguate Uranium Mine,50.0,1865,-107.347372,35.133728000000005
1710,Lea and West Second Street,50.0,1910,-104.529951,33.394079
1711,Carson River Mercury Site,39.07,1274,-119.5892,39.23195
1712,Anaconda Copper Mine,50.0,1921,-119.187067,38.990272
1713,UGI Columbia Gas Plant,50.78,1394,-76.498389,40.026207
1714,Navy Ships Parts Control Center,50.0,1411,-76.99361,40.223888
1715,East Tenth Street,67.68,1412,-75.412222,39.819443
1716,Butler Mine Tunnel,49.51,1414,-75.7899,41.3268
1717,Willow Grove Naval Air and Air Reserve Station,50.0,1434,-75.1475,40.19222
1718,"Breslube-Penn, Inc",50.0,1456,-80.146389,40.501389
1719,Salford Quarry,50.0,1490,-75.382222,40.251944
1720,Sharon Steel Corp (Farrell Works Disposal Area) ,50.0,1502,-80.510278,41.198611
1721,Old Wilmington Road Ground Water Contamination,50.0,1564,-75.908333,39.995833000000005
1722,Lower Darby Creek Area,50.0,1592,-75.267778,39.885556
1723,Valmont TCE,43.16,1632,-76.015556,40.967778
1724,Watson Johnson Landfill,70.71,1633,-75.331861,40.460139
1725,Franklin Slag Pile (MDC),50.2,1644,-75.083889,39.983194
1726,Letterkenny Army Depot (PDO Area),37.51,1686,-77.64,40.0075
1727,Paoli Rail Yard,32.18,1687,-75.492919,40.043189
1728,Ryeland Road Arsenic,60.3,1709,-76.175361,40.35395
1729,Price Battery,37.86,1723,-75.980228,40.549507
1730,Safety Light Corporation,70.71,1724,-76.376389,41.015278
1731,Jackson Ceramix,30.22,1735,-78.80194399999999,41.139167
1732,Chem-Fab,50.0,1769,-75.136003,40.315958
1733,BoRit Asbestos,50.0,1781,-75.228625,40.153472
1734,Foster Wheeler Energy Corporation/Church Road TCE,50.0,1794,-75.878056,41.133055999999996
1735,Metro Container Corporation,50.0,1852,-75.399047,39.824981
1736,Baghurst Drive,50.0,1895,-75.45513299999999,40.299483
1737,Barceloneta Landfill,41.11,239,-66.547781,18.41055
1738,Frontera Creek,43.07,240,-65.79028100000001,18.15195
1739,GE Wiring Devices,31.24,241,-66.508889,18.059439
1740,Juncos Landfill,32.57,242,-65.9087,18.2232
1741,RCA Del Caribe,31.14,243,-66.580561,18.43
1742,Vega Alta Public Supply Wells,42.24,244,-66.330281,18.418060999999998
1743,Upjohn Facility,41.92,245,-66.5901,18.4292
1744,Fibers Public Supply Wells,35.34,246,-66.1461,17.9632
1745,Naval Security Group Activity,34.28,1028,-66.190281,18.433061
1746,V&M/Albaladejo,50.0,1479,-66.38,18.41
1747,Vega Baja Solid Waste Disposal,50.37,1548,-66.38972199999999,18.434306
1748,"Scorpio Recycling, Inc.",50.0,1575,-66.231944,18.409167
1749,Pesticide Warehouse III,50.0,1668,-66.458,18.429139000000003
1750,Cidra Ground Water Contamination,50.0,1712,-66.16194399999999,18.175276999999998
1751,Atlantic Fleet Weapons Training Area - Vieques,0.0,1719,-65.3106,18.13058
1752,Pesticide Warehouse I,50.0,1733,-66.6,18.435556
1753,Maunabo Area Ground Water Contamination,50.0,1748,-65.90141700000001,18.005611
1754,San German Ground Water Contamination,50.0,1770,-67.035306,18.084472
1755,"Papelera Puertorriquena, Inc.",34.69,1792,-66.694908,18.265194
1756,Cabo Rojo Ground Water Contamination,50.0,1823,-67.148325,18.090725
1757,Hormigas Ground Water Plume,50.0,1824,-66.101,18.2206
1758,Corozal Well,50.0,1853,-66.286206,18.295710999999997
1759,Dorado Ground Water Contamination,50.0,1918,-66.27832042,18.42975602
1760,The Battery Recycling Company,56.66,1925,-66.694097,18.453603
1761,PROTECO,36.33,1944,-66.7003,18.0152
1762,Davis (GSR) Landfill,38.89,53,-71.588111,41.917469
1763,Davis Liquid Waste,47.25,54,-71.57776899999999,41.922219
1764,"Stamina Mills, Inc.",34.07,55,-71.5647,41.9964
1765,"Landfill & Resource Recovery, Inc. (L&RR)",49.58,56,-71.589,41.9795
1766,"Peterson/Puritan, Inc.",40.1,57,-71.4268,41.929581
1767,Picillo Farm,0.0,58,-71.70916899999999,41.671669
1768,Western Sand & Gravel,51.35,59,-71.595,41.9727
1769,Central Landfill,46.71,60,-71.534719,41.808331
1770,Rose Hill Regional Landfill,38.11,1212,-71.49166899999999,41.470831
1771,Davisville Naval Construction Battalion Center,34.52,1259,-71.47421999999999,41.6095
1772,Newport Naval Education/Training Center,32.25,1270,-71.29346899999999,41.56445
1773,West Kingston Town Dump/URI Disposal Area,50.0,1312,-71.535278,41.496666999999995
1774,Centredale Manor Restoration Project,70.71,1572,-71.48725,41.857667
1775,"Carolawn, Inc.",32.04,474,-80.94305,34.686111
1776,SCRDI Bluff Road,0.0,475,-80.90875,33.885419
1777,SCRDI Dixiana,40.7,476,-81.063889,33.90445
1778,Geiger (C & M Oil),32.25,477,-80.159161,32.773610999999995
1779,"Leonard Chemical Co., Inc.",47.1,478,-80.904169,34.851669
1780,Independent Nail Co.,57.9,479,-80.741111,32.466389
1781,Kalama Specialty Chemicals,57.9,480,-80.7401,32.4734
1782,"Koppers Co., Inc. (Florence Plant)",51.27,481,-79.7229,34.2022
1783,Palmetto Wood Preserving,38.43,482,-81.060281,33.920831
1784,"Wamchem, Inc.",47.7,483,-80.74166899999999,32.497219
1785,Rochester Property,36.72,484,-82.5015,34.9719
1786,Medley Farm Drum Dump,31.58,485,-81.6685,34.9805
1787,"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",37.63,486,-82.7232,34.895
1788,"Palmetto Recycling, Inc.",29.46,487,-81.0117,34.1228
1789,Golden Strip Septic Tank Service,40.3,488,-82.2466,34.785
1790,Rock Hill Chemical Co.,40.29,1092,-80.9985,34.9661
1791,Helena Chemical Co. Landfill,33.89,1093,-81.23899999999999,32.9412
1792,"Para-Chem Southern, Inc.",32.94,1101,-82.23299999999999,34.7134
1793,Lexington County Landfill Area,37.93,1155,-81.074169,33.919581
1794,Elmore Waste Disposal,31.45,1159,-82.216599,34.935905
1795,Townsend Saw Chain Co.,35.94,1160,-80.83416899999999,34.10625
1796,Beaunit Corp. (Circular Knit & Dye),32.44,1161,-82.216111,34.698060999999996
1797,Savannah River Site (USDOE),47.7,1242,-81.73778100000001,33.348889
1798,"Koppers Co., Inc. (Charleston Plant)",50.0,1329,-79.958333,32.822083
1799,Aqua-Tech Environmental Inc. (Groce Laboratories),50.0,1438,-82.1725,34.9328
1800,Parris Island Marine Corps Recruit Depot,50.0,1443,-80.7031,32.3528
1801,Shuron Inc.,68.26,1472,-81.375778,33.236694
1802,Macalloy Corporation,50.0,1577,-79.951194,32.838056
1803,Brewer Gold Mine,50.0,1725,-80.411472,34.652194
1804,Barite Hill/Nevada Goldfields,50.0,1784,-82.30067,33.873090000000005
1805,US Finishing/Cone Mills,50.0,1835,-82.426303,34.883292
1806,Burlington Industries Cheraw,48.0,1934,-79.912786,34.698689
1807,Clearwater Finishing,47.99,1955,-81.89213000000001,33.500907
1808,Whitewood Creek,0.0,879,-103.7615,44.3553
1809,Ellsworth Air Force Base,33.62,1271,-103.0958,44.148061
