X,Y,FID,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor
-92.0778,34.8627,35,,Rogers Road Municipal Landfill,29.64,ARD981055809,600269,752,6,Arkansas,Jacksonville,Pulaski,Deleted NPL Site,-92.0778,34.8627,01/22/1987,07/22/1987,09/25/1995,322,08/12/2010,10/12/2010,"<a href=""https://semspub.epa.gov/src/document/06/300338"" target=""_blank"">ARD981055809 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600269"" target=""_blank"">Rogers Road Municipal Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-08-12/pdf/2010-19924.pdf"" target=""_blank"">10/12/2010 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-08-12/pdf/2010-19925.pdf"" target=""_blank"">08/12/2010 (PDF)</a>",,No,,,,
-90.575,36.020831,36,,Monroe Auto Equipment Co. (Paragould Pit),46.01,ARD980864110,600246,1292,6,Arkansas,Paragould,Greene,Deleted NPL Site,-90.575,36.020831,10/26/1989,08/30/1990,09/19/2001,779,08/14/2014,09/29/2014,"<a href=""https://semspub.epa.gov/src/document/06/300272"" target=""_blank"">ARD980864110 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600246"" target=""_blank"">Monroe Auto Equipment Co. (Paragould Pit)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-09-25/pdf/2014-22638.pdf"" target=""_blank"">09/29/2014 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-08-14/pdf/2014-19269.pdf"" target=""_blank"">08/14/2014 (PDF)</a>",,No,,,,
-90.941669,36.105,37,,Frit Industries,39.47,ARD059636456,600106,1294,6,Arkansas,Walnut Ridge,Lawrence,Deleted NPL Site,-90.941669,36.105,12/30/1982,09/08/1983,,0,07/25/1997,10/14/1997,"<a href=""https://semspub.epa.gov/src/document/06/300274"" target=""_blank"">ARD059636456 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600106"" target=""_blank"">Frit Industries</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-10-14/pdf/97-27022.pdf"" target=""_blank"">10/14/1997 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-07-25/pdf/97-19396.pdf"" target=""_blank"">07/25/1997 (PDF)</a>",,No,,,,
-90.169444,35.124444,38,,South 8th Street Landfill,50.27,ARD980496723,600184,1346,6,Arkansas,West Memphis,Crittenden,Deleted NPL Site,-90.169444,35.124444,02/07/1992,10/14/1992,09/19/2000,709,07/30/2004,09/28/2004,"<a href=""https://semspub.epa.gov/src/document/06/300276"" target=""_blank"">ARD980496723 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600184"" target=""_blank"">South 8th Street Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-07-30/pdf/04-17301.pdf"" target=""_blank"">09/28/2004 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-07-30/pdf/04-17300.pdf"" target=""_blank"">07/30/2004 (PDF)</a>",,No,,,,
-92.673333,33.1825,39,,"Popile, Inc.",50.03,ARD008052508,603790,1347,6,Arkansas,El Dorado,Union,NPL Site,-92.673333,33.1825,02/07/1992,10/14/1992,09/28/2001,801,,,"<a href=""https://semspub.epa.gov/src/document/06/300277"" target=""_blank"">ARD008052508 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603790"" target=""_blank"">Popile, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,No,,,,
-93.302222,34.984167,40,,Mountain Pine Pressure Treating,41.93,ARD049658628,603651,1556,6,Arkansas,Plainview,Yell,NPL Site,-93.302222,34.984167,04/23/1999,07/22/1999,09/28/2005,959,,,"<a href=""https://semspub.epa.gov/src/document/06/300304"" target=""_blank"">ARD049658628 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603651"" target=""_blank"">Mountain Pine Pressure Treating</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-04-23/pdf/99-10236.pdf"" target=""_blank"">04/23/1999 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-22/pdf/99-18602.pdf"" target=""_blank"">07/22/1999 (PDF)</a>",,,No,,,,
-93.104258,33.759453,41,,Ouachita Nevada Wood Treater,50,ARD042755231,604486,1583,6,Arkansas,Reader,Ouachita,NPL Site,-93.104258,33.759453,02/04/2000,05/11/2000,09/21/2006,983,,,"<a href=""https://semspub.epa.gov/src/document/06/300310"" target=""_blank"">ARD042755231 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604486"" target=""_blank"">Ouachita Nevada Wood Treater</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-02-04/pdf/00-2475.pdf"" target=""_blank"">02/04/2000 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11562.pdf"" target=""_blank"">05/11/2000 (PDF)</a>",,,No,,,,
-90.6517,34.5206,42,,Cedar Chemical Corporation,0,ARD990660649,600295,1863,6,Arkansas,West Helena,Phillips,NPL Site,-90.6517,34.5206,03/15/2012,09/18/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300062"" target=""_blank"">ARD990660649 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600295"" target=""_blank"">Cedar Chemical Corporation</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6328.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,No,,,,
-92.65688,33.30836,43,,MacMillan Ring Free Oil,50,ARD008049207,600064,1884,6,Arkansas,Norphlet,Union,NPL Site,-92.65688,33.30836,12/12/2013,05/12/2014,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300067"" target=""_blank"">ARD008049207 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600064"" target=""_blank"">MacMillan Ring Free Oil</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29349.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-05-12/pdf/2014-10831.pdf"" target=""_blank"">05/12/2014 (PDF)</a>",,,No,,,,
-170.772,-14.3601,44,,Taputimu Farm,0,ASD980637656,900467,894,9,American Samoa,Taputimu,Tutuila,Deleted NPL Site,-170.772,-14.3601,12/30/1982,09/08/1983,03/07/1986,9,12/31/1985,03/07/1986,"<a href=""https://semspub.epa.gov/src/document/09/2400204"" target=""_blank"">ASD980637656 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900467"" target=""_blank"">Taputimu Farm</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189621"" target=""_blank"">03/07/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/02/363201"" target=""_blank"">12/31/1985 (PDF)</a>",,No,,,,
-111.9083,33.466669,45,,Indian Bend Wash Area,42.24,AZD980695969,900673,895,9,Arizona,Scottsdale,Maricopa,NPL Site,-111.9083,33.466669,12/30/1982,09/08/1983,09/28/2006,999,,,"<a href=""https://semspub.epa.gov/src/document/09/2400205"" target=""_blank"">AZD980695969 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900673"" target=""_blank"">Indian Bend Wash Area</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-112.3653,33.429719,46,,Phoenix-Goodyear Airport Area,45.91,AZD980695902,900672,897,9,Arizona,"Avondale, Goodyear",Maricopa,NPL Site,-112.3653,33.429719,12/30/1982,09/08/1983,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400207"" target=""_blank"">AZD980695902 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900672"" target=""_blank"">Phoenix-Goodyear Airport Area</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-110.7332,33.3728,47,,Mountain View Mobile Home Estates,0,AZD980735724,900679,898,9,Arizona,Globe,Gila,Deleted NPL Site,-110.7332,33.3728,12/30/1982,09/08/1983,04/18/1988,25,09/03/1987,04/18/1988,"<a href=""https://semspub.epa.gov/src/document/09/2400208"" target=""_blank"">AZD980735724 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900679"" target=""_blank"">Mountain View Mobile Home Estates</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189622"" target=""_blank"">04/18/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/06/300085"" target=""_blank"">09/03/1987 (PDF)</a>",,No,,,,
-110.9333,32.105561,48,,Tucson International Airport Area,57.8,AZD980737530,900684,899,9,Arizona,Tucson,Pima,NPL Site,-110.9333,32.105561,12/30/1982,09/08/1983,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400209"" target=""_blank"">AZD980737530 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900684"" target=""_blank"">Tucson International Airport Area</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-112.0917,33.416669,49,,Nineteenth Avenue Landfill,54.27,AZD980496780,900648,900,9,Arizona,Phoenix,Maricopa,Deleted NPL Site,-112.0917,33.416669,12/30/1982,09/08/1983,02/17/1998,509,08/14/2006,09/25/2006,"<a href=""https://semspub.epa.gov/src/document/09/2400210"" target=""_blank"">AZD980496780 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900648"" target=""_blank"">Nineteenth Avenue Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-09-25/pdf/06-8175.pdf"" target=""_blank"">09/25/2006 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-08-14/pdf/E6-13298.pdf"" target=""_blank"">08/14/2006 (PDF)</a>",,No,,,,
-112.7483,33.368331,50,,Hassayampa Landfill,42.79,AZD980735666,900677,902,9,Arizona,Hassayampa,Maricopa,NPL Site,-112.7483,33.368331,06/10/1986,07/22/1987,09/30/1997,490,,,"<a href=""https://semspub.epa.gov/src/document/09/2400211"" target=""_blank"">AZD980735666 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900677"" target=""_blank"">Hassayampa Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,
-112.3567,33.54,51,,Luke Air Force Base,37.93,AZ0570024133,900884,1135,9,Arizona,Glendale,Maricopa,Deleted NPL Site,-112.3567,33.54,07/14/1989,08/30/1990,09/25/2000,745,02/19/2002,04/22/2002,"<a href=""https://semspub.epa.gov/src/document/09/2400155"" target=""_blank"">AZ0570024133 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900884"" target=""_blank"">Luke Air Force Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-02-19/pdf/02-3764.pdf"" target=""_blank"">04/22/2002 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-02-19/pdf/02-3765.pdf"" target=""_blank"">02/19/2002 (PDF)</a>",,No,,,,
-114.5888,32.654581,52,,Yuma Marine Corps Air Station,32.24,AZ0971590062,900885,1138,9,Arizona,Yuma,Yuma,NPL Site,-114.5888,32.654581,06/24/1988,02/21/1990,09/20/2000,720,,,"<a href=""https://semspub.epa.gov/src/document/09/2400157"" target=""_blank"">AZ0971590062 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900885"" target=""_blank"">Yuma Marine Corps Air Station</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,
-111.6519,33.30695,53,,Williams Air Force Base,37.93,AZ7570028582,900890,1263,9,Arizona,Chandler,Maricopa,NPL Site,-111.6519,33.30695,07/14/1989,11/21/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400169"" target=""_blank"">AZ7570028582 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900890"" target=""_blank"">Williams Air Force Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>",,,No,,,,
-111.9708,33.461669,54,,"Motorola, Inc. (52nd Street Plant)",40.83,AZD009004177,900517,1703,9,Arizona,Phoenix,Maricopa,NPL Site,-111.9708,33.461669,06/24/1988,10/04/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400199"" target=""_blank"">AZD009004177 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900517"" target=""_blank"">Motorola, Inc. (52nd Street Plant)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,
-110.24,31.88,55,,Apache Powder Co.,39.09,AZD008399263,900510,1704,9,Arizona,St. David,Cochise,NPL Site,-110.24,31.88,06/24/1988,08/30/1990,09/26/2008,1057,,,"<a href=""https://semspub.epa.gov/src/document/09/2400200"" target=""_blank"">AZD008399263 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900510"" target=""_blank"">Apache Powder Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-112.25,34.5,56,,Iron King Mine - Humboldt Smelter,52.69,AZ0000309013,905049,1779,9,Arizona,Dewey-Humboldt,Yavapai,NPL Site,-112.25,34.5,03/19/2008,09/03/2008,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400020"" target=""_blank"">AZ0000309013 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0905049"" target=""_blank"">Iron King Mine - Humboldt Smelter</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-03-19/pdf/E8-5559.pdf"" target=""_blank"">03/19/2008 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-03/pdf/E8-20390.pdf"" target=""_blank"">09/03/2008 (PDF)</a>",,,No,,,,
-121.2,38.608331,57,,Aerojet General Corp.,54.63,CAD980358832,901718,905,9,California,Rancho Cordova,Sacramento,NPL Site,-121.2,38.608331,12/30/1982,09/08/1983,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400213"" target=""_blank"">CAD980358832 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901718"" target=""_blank"">Aerojet General Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-123.6911,41.1027,58,,Celtor Chemical Works,30.31,CAD980638860,901938,906,9,California,Hoopa,Humboldt,Deleted NPL Site,-123.6911,41.1027,12/30/1982,09/08/1983,09/29/1989,41,08/18/2003,09/30/2003,"<a href=""https://semspub.epa.gov/src/document/09/2400214"" target=""_blank"">CAD980638860 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901938"" target=""_blank"">Celtor Chemical Works</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-09-30/pdf/03-24775.pdf"" target=""_blank"">09/30/2003 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-08-18/pdf/03-20778.pdf"" target=""_blank"">08/18/2003 (PDF)</a>",,No,,,,
-123.193,39.1125,59,,Coast Wood Preserving,44.73,CAD063015887,901489,907,9,California,Ukiah,Mendocino,NPL Site,-123.193,39.1125,12/30/1982,09/08/1983,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400215"" target=""_blank"">CAD063015887 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901489"" target=""_blank"">Coast Wood Preserving</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-122.5278,40.671669,60,,Iron Mountain Mine,56.16,CAD980498612,901755,908,9,California,Redding,Shasta,NPL Site,-122.5278,40.671669,12/30/1982,09/08/1983,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400216"" target=""_blank"">CAD980498612 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901755"" target=""_blank"">Iron Mountain Mine</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-121.5033,38.591669,61,,Jibboom Junkyard,28.94,CAD980737613,902040,909,9,California,Sacramento,Sacramento,Deleted NPL Site,-121.5033,38.591669,12/30/1982,09/08/1983,03/31/1988,24,05/24/1989,09/10/1991,"<a href=""https://semspub.epa.gov/src/document/09/2400217"" target=""_blank"">CAD980737613 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902040"" target=""_blank"">Jibboom Junkyard</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189624"" target=""_blank"">09/10/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/09/2400028"" target=""_blank"">05/24/1989 (PDF)</a>",,No,,,,
-122.325,37.908333,62,,Liquid Gold Oil Corp.,43.32,CAT000646208,902660,910,9,California,Richmond,Contra Costa,Deleted NPL Site,-122.325,37.908333,12/30/1982,09/08/1983,09/27/1995,328,04/12/1996,09/11/1996,"<a href=""https://semspub.epa.gov/src/document/09/2400218"" target=""_blank"">CAT000646208 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902660"" target=""_blank"">Liquid Gold Oil Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-09-11/pdf/96-23222.pdf"" target=""_blank"">09/11/1996 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-04-12/pdf/96-9165.pdf"" target=""_blank"">04/12/1996 (PDF)</a>",,No,,,,
-117.9712,33.8953,63,,McColl,41.77,CAD980498695,901757,911,9,California,Fullerton,Orange,NPL Site,-117.9712,33.8953,12/30/1982,09/08/1983,06/30/1998,518,07/30/1998,,"<a href=""https://semspub.epa.gov/src/document/09/2400219"" target=""_blank"">CAD980498695 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901757"" target=""_blank"">McColl</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,
-123.0109,38.784,64,,MGM Brakes,34.7,CAD000074120,900899,912,9,California,Cloverdale,Sonoma,Deleted NPL Site,-123.0109,38.784,12/30/1982,09/08/1983,09/09/1994,252,06/18/2019,09/16/2019,"<a href=""https://semspub.epa.gov/src/document/09/2400220"" target=""_blank"">CAD000074120 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900899"" target=""_blank"">MGM Brakes</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-09-16/pdf/2019-19672.pdf"" target=""_blank"">09/16/2019 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-06-18/pdf/2019-12771.pdf"" target=""_blank"">06/18/2019 (PDF)</a>",,No,,,,
